agency_fdid,basic_incident_number_fd1,basic_incident_date_original_fd13,basic_incident_year_fd13,basic_incident_type_code_fd121,basic_incident_type_fd121,basic_aid_given_or_received_code_fd122,basic_aid_given_or_received_fd122,basic_property_use_category_fd146,basic_property_use_code_fd146,basic_property_use_fd146,basic_incident_full_street_address,basic_incident_city_name_fd116,basic_incident_state_fd118,basic_incident_postal_code_fd119,incident_number_original,incident_year,incident_number_cleaned
25115,0000207,2021-02-19,2021.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,1365 WHITE OAK LN and MORSE RD,GAHANNA,OH,43054,0000207,2021,2021000207
25115,0000207,2020-02-02,2020.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1595 MORRISON FARMS DR and MORRISON FARMS CT,JEFFERSON TWP,OH,43004,0000207,2020,2020000207
25115,0000207,2019-02-01,2019.0,522.0,Water or steam leak,,,4 - Residential,419,1 or 2 family dwelling,7766 ASTRA CIR and WHITEPINE RIDGE CT,Reynoldsburg,OH,43068,0000207,2019,2019000207
25115,0000206,2019-02-01,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8169 HAVENS CORNERS RD and WAGGONER RD,JEFFERSON TWP,OH,43004,0000206,2019,2019000206
25115,0000206,2020-02-02,2020.0,412.0,Gas leak (natural gas or LPG),2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,1416 N REYNOLDSBURG-NEW ALBANY RD and JEFFERSON MEADOWS DR,JEFFERSON TWP,OH,43004,0000206,2020,2020000206
25115,0000206,2021-02-18,2021.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8020 BEARDSLEY AVE and WILLOW OAK DR,JEFFERSON TWP,OH,43004,0000206,2021,2021000206
25115,0000205,2020-02-02,2020.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,2055 DIXON RD and HAVENS CORNERS RD,JEFFERSON TWP,OH,43004,0000205,2020,2020000205
25115,0000205,2021-02-18,2021.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,6639 ESTATE VIEW DR N,JEFFERSON TWP,OH,43004,0000205,2021,2021000205
25115,0000205,2019-02-01,2019.0,745.0,"Alarm system activation, no fire - unintentional",4.0,Automatic aid given,1 - Assembly,161,Restaurant or cafeteria,1370 E JOHNSTOWN RD,Gahanna,OH,43230,0000205,2019,2019000205
25115,0000204,2021-02-18,2021.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,6639 ESTATE VIEW DR N,JEFFERSON TWP,OH,43004,0000204,2021,2021000204
25115,0000204,2020-02-02,2020.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,329 SYCAMORE WOODS LN and SYCAMORE RIDGE WAY,Gahanna,OH,43230,0000204,2020,2020000204
25115,0000204,2019-02-01,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,675 MULBERRY ST,JEFFERSON TWP,OH,43004,0000204,2019,2019000204
25115,0000203,2021-02-18,2021.0,611.0,Dispatched and cancelled en route,,,9 - Outside or Special Property,962,"Residential street, road or residential driveway",6767 HAVENS CORNERS RD and REYNOLDSBURG-NEW ALBANY RD,JEFFERSON TWP,OH,43004,0000203,2021,2021000203
25115,0000203,2020-02-02,2020.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,4 - Residential,429,Multifamily dwelling,8106 EQUITANA WAY and JEFFERSON CHASE WAY,COLUMBUS,OH,43004,0000203,2020,2020000203
25115,0000203,2019-02-01,2019.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,"3 - Health Care, Detention & Correction",342,"Doctor, dentist or oral surgeon office",701 TECHCENTER DR and PIZZURO PARK DR,Gahanna,OH,43230,0000203,2019,2019000203
25115,0000202,2019-02-01,2019.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,4 - Residential,449,"Hotel/motel, commercial",5211 FOREST DR and TIMBERVIEW DR,NEW ALBANY,OH,43085,0000202,2019,2019000202
25115,0000202,2021-02-18,2021.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,8 - Storage,891,Warehouse,8455 E BROAD ST and LIMITED PKWY,Reynoldsburg,OH,43068,0000202,2021,2021000202
25115,0000202,2020-02-01,2020.0,651.0,"Smoke scare, odor of smoke",,,4 - Residential,419,1 or 2 family dwelling,2928 KEANNEN ST and SCHNEIDER WAY,JEFFERSON TWP,OH,43004,0000202,2020,2020000202
25115,0000201,2021-02-18,2021.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,7759 POWERS RIDGE DR and LERNER DR,COLUMBUS,OH,43004,0000201,2021,2021000201
25115,0000201,2020-02-01,2020.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,7885 BRIANNA DR and SHARAR FIELD DR,COLUMBUS,OH,43004,0000201,2020,2020000201
25115,0000201,2019-02-01,2019.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,200 W MAIN ST,New Albany,OH,43054,0000201,2019,2019000201
25115,0000200,2021-02-17,2021.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,455 SUTTERTON DR and WHITLEY DR,Gahanna,OH,43230,0000200,2021,2021000200
25115,0000200,2020-02-01,2020.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,513 LANDOVER PL and ROCKY FORK BLVD,Gahanna,OH,43230,0000200,2020,2020000200
25115,0000200,2019-02-01,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1381 CLIMBING FIG DR,JEFFERSON TWP,OH,43004,0000200,2019,2019000200
25115,0000199,2021-02-16,2021.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,6630 ESTATE VIEW DR N,JEFFERSON TWP,OH,43004,0000199,2021,2021000199
25115,0000199,2020-02-01,2020.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,2548 CLEMTON PARK E,JEFFERSON TWP,OH,43004,0000199,2020,2020000199
25115,0000199,2019-01-31,2019.0,553.0,Public service,,,4 - Residential,419,1 or 2 family dwelling,952 PREBLE DR and CHAMPAIGN DR,JEFFERSON TWP,OH,43004,0000199,2019,2019000199
25115,0000198,2019-01-31,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1661 BIRDSONG CT,JEFFERSON TWP,OH,43004,0000198,2019,2019000198
25115,0000198,2020-02-01,2020.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,537 STONE SHADOW DR and GRANITE FALLS DR,COLUMBUS,OH,43004,0000198,2020,2020000198
25115,0000198,2021-02-16,2021.0,554.0,Assist invalid,,,4 - Residential,419,1 or 2 family dwelling,8105 ROYAL ELM DR and BEARDSLEY AVE,JEFFERSON TWP,OH,43004,0000198,2021,2021000198
25115,0000197,2021-02-15,2021.0,321.0,"EMS call, excluding vehicle accident with injury",,,8 - Storage,888,Fire station,6767 HAVENS CORNERS RD and REYNOLDSBURG-NEW ALBANY RD,JEFFERSON TWP,OH,43004,0000197,2021,2021000197
25115,0000197,2020-02-01,2020.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,2290 OLD STONE RD and CREEK HOLLOW RD,JEFFERSON TWP,OH,43004,0000197,2020,2020000197
25115,0000197,2019-01-31,2019.0,651.0,"Smoke scare, odor of smoke",4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,216 BRISTOL DR SW and WOODBRIDGE PL SW,PATASKALA,OH,43068,0000197,2019,2019000197
25115,0000196,2021-02-15,2021.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,7759 POWERS RIDGE DR and LERNER DR,COLUMBUS,OH,43004,0000196,2021,2021000196
25115,0000196,2020-02-01,2020.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7298 IRONWOOD DR,JEFFERSON TWP,OH,43004,0000196,2020,2020000196
25115,0000196,2019-01-31,2019.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,4 - Residential,429,Multifamily dwelling,771 CHESTNUT GROVE DR and WAGGONER GROVE BLVD,COLUMBUS,OH,43004,0000196,2019,2019000196
25115,0000195,2021-02-15,2021.0,412.0,Gas leak (natural gas or LPG),4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,297 FARM CREEK DR and CAROWAY BLVD,Gahanna,OH,43230,0000195,2021,2021000195
25115,0000195,2020-02-01,2020.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,8384 OLD IVORY WAY and TOURMALINE DR,COLUMBUS,OH,43004,0000195,2020,2020000195
25115,0000195,2019-01-31,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,2518 DARLING RD,JEFFERSON TWP,OH,43004,0000195,2019,2019000195
25115,0000194,2019-01-31,2019.0,731.0,Sprinkler activation due to malfunction,2.0,Automatic aid received,1 - Assembly,142,Clubhouse,7271 JEFFERSON MEADOWS DR,JEFFERSON TWP,OH,43004,0000194,2019,2019000194
25115,0000194,2020-01-31,2020.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",5201 MORSE RD and GOSHAWK LNDG,Gahanna,OH,43230,0000194,2020,2020000194
25115,0000194,2021-02-15,2021.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,7782 ASTRA CIR and WHITEPINE RIDGE CT,Reynoldsburg,OH,43068,0000194,2021,2021000194
25115,0000193,2021-02-14,2021.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7608 HAVENS CORNERS RD and JEFFERSON WAY,JEFFERSON TWP,OH,43004,0000193,2021,2021000193
25115,0000193,2020-01-31,2020.0,611.0,Dispatched and cancelled en route,2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,3742 MANN RD and HAVENS RD,JEFFERSON TWP,OH,43004,0000193,2020,2020000193
25115,0000193,2019-01-31,2019.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,"7 - Manufacturing, Processing",700,"Manufacturing, Processing",1160 Gahanna Pwky,Gahanna,OH,43230,0000193,2019,2019000193
25115,0000192,2021-02-14,2021.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,560 MULBERRY ST and REYNOLDSBURG-NEW ALBANY RD,JEFFERSON TWP,OH,43004,0000192,2021,2021000192
25115,0000192,2020-01-31,2020.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,7435 TREVENIA ST and BRADEN WAY,JEFFERSON TWP,OH,43004,0000192,2020,2020000192
25115,0000192,2019-01-31,2019.0,671.0,HazMat release investigation w/no HazMat,,,4 - Residential,419,1 or 2 family dwelling,TAYLOR RD and REYNOLDSBURG-NEW ALBANY RD,JEFFERSON TWP,OH,43004,0000192,2019,2019000192
25115,0000191,2021-02-13,2021.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,8169 Havens Corners,Blacklick,OH,43004,0000191,2021,2021000191
25115,0000191,2020-01-31,2020.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,8000 E BROAD ST and N WAGGONER RD,COLUMBUS,OH,43004,0000191,2020,2020000191
25115,0000191,2019-01-30,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,2746 N REYNOLDSBURG-NEW ALBANY RD and WOLLI CREEK DR,JEFFERSON TWP,OH,43004,0000191,2019,2019000191
25115,0000190,2019-01-30,2019.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,1241 WALKER SPRINGS DR and MERANDA DR,COLUMBUS,OH,43004,0000190,2019,2019000190
25115,0000190,2020-01-31,2020.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,244 WESTERKIRK DR and CALL RD,COLUMBUS,OH,43004,0000190,2020,2020000190
25115,0000190,2021-02-13,2021.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,7666 DEER PARK WAY and DEER TRAIL RD,Reynoldsburg,OH,43068,0000190,2021,2021000190
25115,0000189,2021-02-13,2021.0,111.0,Building fire,4.0,Automatic aid given,4 - Residential,429,Multifamily dwelling,414 HEMSTON DR and HEMSTON CT,Gahanna,OH,43230,0000189,2021,2021000189
25115,0000189,2020-01-31,2020.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,,,,I-270 and HAMILTON RD,Gahanna,OH,43230,0000189,2020,2020000189
25115,0000189,2019-01-30,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8612 SWISHER CREEK CROSSING,JEFFERSON TWP,OH,43054,0000189,2019,2019000189
25115,0000188,2020-01-31,2020.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,605 KINGSHURST DR and HAZELTON ST,COLUMBUS-JEFFERSON TWP,OH,43004,0000188,2020,2020000188
25115,0000188,2021-02-12,2021.0,743.0,"Smoke detector activation, no fire - unintentional",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,1806 N REYNOLDSBURG-NEW ALBANY RD and HAVENS CORNERS RD,JEFFERSON TWP,OH,43004,0000188,2021,2021000188
25115,0000188,2019-01-30,2019.0,733.0,Smoke detector activation due to malfunction,,,4 - Residential,419,1 or 2 family dwelling,8105 ROYAL ELM DR and BEARDSLEY AVE,JEFFERSON TWP,OH,43004,0000188,2019,2019000188
25115,0000187,2021-02-11,2021.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1127 POPPY HILLS DR and KEYSTONE RANCH CT,JEFFERSON TWP,OH,43004,0000187,2021,2021000187
25115,0000187,2019-01-30,2019.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,3062 KNOLL DR and KNOLL CT,JEFFERSON TWP,OH,43230,0000187,2019,2019000187
25115,0000187,2020-01-31,2020.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,1021 JEFFERSON CHASE WAY and EQUITANA WAY,COLUMBUS,OH,43004,0000187,2020,2020000187
25115,0000186,2021-02-11,2021.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",5201 MORSE RD and GOSHAWK LNDG,Gahanna,OH,43230,0000186,2021,2021000186
25115,0000186,2020-01-31,2020.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,,,,912 COBBLE HILL,Gahanna,OH,43230,0000186,2020,2020000186
25115,0000186,2019-01-30,2019.0,122.0,"Fire in motor home, camper, recreational vehicle",4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,5130 SUMMIT RD SW and HAVENS CORNERS RD SW,Pataskala,OH,43062,0000186,2019,2019000186
25115,0000185,2021-02-10,2021.0,733.0,Smoke detector activation due to malfunction,,,4 - Residential,419,1 or 2 family dwelling,1645 EAGLE GLEN DR and EAGLE POINT CT,JEFFERSON TWP,OH,43004,0000185,2021,2021000185
25115,0000185,2020-01-30,2020.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,9 - Outside or Special Property,962,"Residential street, road or residential driveway",4675 N REYNOLDSBURG-NEW ALBANY RD and MARKET ST,New Albany,OH,43054,0000185,2020,2020000185
25115,0000185,2019-01-29,2019.0,743.0,"Smoke detector activation, no fire - unintentional",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,8773 CICADA ST,JEFFERSON TWP,OH,43004,0000185,2019,2019000185
25115,0000184,2021-02-10,2021.0,735.0,Alarm system sounded due to malfunction,4.0,Automatic aid given,,,,950 CLAYCRAFT RD and MORRISON RD,Gahanna,OH,43230,0000184,2021,2021000184
25115,0000184,2020-01-30,2020.0,111.0,Building fire,4.0,Automatic aid given,9 - Outside or Special Property,981,Construction site,748 TAYLOR RD and CHADWOOD DR,Gahanna,OH,43230,0000184,2020,2020000184
25115,0000184,2019-01-29,2019.0,651.0,"Smoke scare, odor of smoke",4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,8259 OLYMPUS LN and ST DEANS CT,COLUMBUS,OH,43004,0000184,2019,2019000184
25115,0000183,2021-02-09,2021.0,424.0,Carbon monoxide incident,,,4 - Residential,419,1 or 2 family dwelling,3232 GREY FOX DR and FOX TAIL DR,JEFFERSON TWP,OH,43230,0000183,2021,2021000183
25115,0000183,2020-01-29,2020.0,611.0,Dispatched and cancelled en route,,,4 - Residential,419,1 or 2 family dwelling,8052 NARROW LEAF DR,JEFFERSON TWP,OH,43004,0000183,2020,2020000183
25115,0000183,2019-01-29,2019.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,"5 - Mercantile, Business",529,"Textile, wearing apparel sales",8173 E BROAD ST and MEIJER DR,Reynoldsburg,OH,43068,0000183,2019,2019000183
25115,0000182,2019-01-29,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,8608 SWISHER CREEK CROSSING,JEFFERSON TWP,OH,43054,0000182,2019,2019000182
25115,0000182,2020-01-29,2020.0,554.0,Assist invalid,5.0,Other aid given (no response from AHJ),4 - Residential,429,Multifamily dwelling,831 ACORN GROVE DR and WALNUT GROVE DR,COLUMBUS,OH,43004,0000182,2020,2020000182
25115,0000182,2021-02-09,2021.0,671.0,HazMat release investigation w/no HazMat,,,4 - Residential,419,1 or 2 family dwelling,7976 MCOWEN RD and WAGGONER RD,JEFFERSON TWP,OH,43004,0000182,2021,2021000182
25115,0000181,2019-01-28,2019.0,321.0,"EMS call, excluding vehicle accident with injury",4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,202 MALLOY LN and KIRKDALE DR,COLUMBUS,OH,43004,0000181,2019,2019000181
25115,0000181,2021-02-09,2021.0,321.0,"EMS call, excluding vehicle accident with injury",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,2610 CLEMTON PARK E,JEFFERSON TWP,OH,43004,0000181,2021,2021000181
25115,0000181,2020-01-29,2020.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,4 - Residential,429,Multifamily dwelling,53 EASTPOINTE RIDGE DR,Columbus,OH,43213,0000181,2020,2020000181
25115,0000180,2021-02-09,2021.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,322 CRAFTON TRAIL LOOP and BUNKER RIDGE CT,JEFFERSON TWP,OH,43004,0000180,2021,2021000180
25115,0000180,2020-01-29,2020.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,1391 WINDRUSH CIR,JEFFERSON TWP,OH,43004,0000180,2020,2020000180
25115,0000180,2019-01-28,2019.0,611.0,Dispatched and cancelled en route,2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,1391 WINDRUSH CIR,JEFFERSON TWP,OH,43004,0000180,2019,2019000180
25115,0000179,2021-02-08,2021.0,611.0,Dispatched and cancelled en route,4.0,Automatic aid given,4 - Residential,429,Multifamily dwelling,1365 BRIARCLIFF RD and MAIN ST,Reynoldsburg,OH,43068,0000179,2021,2021000179
25115,0000179,2020-01-29,2020.0,561.0,Unauthorized burning,4.0,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,7171 Morse Rd and MORSE RD,Blacklick,OH,43004,0000179,2020,2020000179
25115,0000179,2019-01-28,2019.0,321.0,"EMS call, excluding vehicle accident with injury",,,4 - Residential,419,1 or 2 family dwelling,396 ROCKY SPRINGS DR and ELGIN TRAIL DR,JEFFERSON TWP,OH,43004,0000179,2019,2019000179
25115,0000178,2020-01-29,2020.0,321.0,"EMS call, excluding vehicle accident with injury",,,"5 - Mercantile, Business",500,"Mercantile, business, other",6767 HAVENS CORNERS RD and REYNOLDSBURG-NEW ALBANY RD,JEFFERSON TWP,OH,43004,0000178,2020,2020000178
25115,0000178,2019-01-28,2019.0,744.0,"Detector activation, no fire - unintentional",2.0,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,1708 FOX CHASE DR and FOX LAKE DR,JEFFERSON TWP,OH,43004,0000178,2019,2019000178
25115,0000178,2021-02-08,2021.0,746.0,"Carbon monoxide detector activation, no CO",,,4 - Residential,419,1 or 2 family dwelling,1422 N REYNOLDSBURG-NEW ALBANY RD and JEFFERSON MEADOWS DR,JEFFERSON TWP,OH,43004,0000178,2021,2021000178
