Agency FDID,Basic Incident Number (FD1),Basic Incident Date Original (FD1.3),Basic Incident Year (FD1.3),Basic Incident Type Code (FD1.21),Basic Incident Type (FD1.21),Basic Aid Given Or Received Code (FD1.22),Basic Aid Given Or Received (FD1.22),Basic Property Use Category (FD1.46),Basic Property Use Code (FD1.46),Basic Property Use (FD1.46),Basic Incident Full Street Address,Basic Incident City Name (FD1.16),Basic Incident State (FD1.18),Basic Incident Postal Code (FD1.19)
25115,0000038,1/6/2020,2020,735,Alarm system sounded due to malfunction,5,Other aid given (no response from AHJ),4 - Residential,419,1 or 2 family dwelling,7705 POWERS RIDGE DR and SOLOMEN RUN DR,COLUMBUS,OH,43004
25115,0000038,1/6/2019,2019,611,Dispatched and cancelled en route,,None,,,,KENNEDY RD and GOLDENEYE DR,Blacklick,OH,43004
25115,0000037,1/11/2021,2021,611,Dispatched and cancelled en route,4,Automatic aid given,,,,7333 SMITHS MILL RD and FOREST DR,New Albany,OH,43054
25115,0000037,1/6/2020,2020,111,Building fire,4,Automatic aid given,"7 - Manufacturing, Processing",700,"Manufacturing, Processing",1100 MORRISON RD and LEAVITT SERVICE RD,Gahanna,OH,43230
25115,0000037,1/6/2019,2019,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,1475 GALWAY BEND DR S and MCKINNEY LN,Pataskala,OH,43062
25115,0000036,1/11/2021,2021,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,6260 TAYLOR RD and CROSS POINTE RD,JEFFERSON TWP,OH,43004
25115,0000036,1/6/2020,2020,745,"Alarm system activation, no fire - unintentional",4,Automatic aid given,,,,1235 BRIARCLIFF RD and MAIN ST,Reynoldsburg,OH,43068
25115,0000036,1/6/2019,2019,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,2977 CORDELLA ST and PATEO PASS DR,JEFFERSON TWP,OH,43004
25115,0000035,1/11/2021,2021,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,4295 N WAGGONER RD and MCOWEN RD,JEFFERSON TWP,OH,43004
25115,0000035,1/6/2020,2020,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",5435 MORSE RD and PRESERVE CROSSING BLVD,Gahanna,OH,43230
25115,0000035,1/6/2019,2019,611,Dispatched and cancelled en route,4,Automatic aid given,,,,1210 WHISPERING MEADOW CT and HARRISON POND DR,GAHANNA,OH,43054
25115,0000034,1/10/2021,2021,735,Alarm system sounded due to malfunction,,None,4 - Residential,419,1 or 2 family dwelling,8131 WILLOW BROOK CSG DR,JEFFERSON TWP,OH,43004
25115,0000034,1/5/2020,2020,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7560 DOVER RIDGE CT and DOVER RIDGE DR,JEFFERSON TWP,OH,43004
25115,0000034,1/6/2019,2019,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,8417 MORRISON FARMS CT and MORRISON FARMS DR,JEFFERSON TWP,OH,43004
25115,0000033,1/10/2021,2021,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,7810 ASTRA CIR and ASDEN CT,Reynoldsburg,OH,43068
25115,0000033,1/5/2020,2020,746,"Carbon monoxide detector activation, no CO",,None,4 - Residential,419,1 or 2 family dwelling,1121 WILLOW BROOK CSG CT,JEFFERSON TWP,OH,43004
25115,0000033,1/6/2019,2019,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,1242 CANDORA ST,JEFFERSON TWP,OH,43004
25115,0000032,1/10/2021,2021,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,232 BUTTONWOOD CT and CASWELL DR,Gahanna,OH,43230
25115,0000032,1/5/2020,2020,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,1224 FOXCREEK LN,Reynoldsburg,OH,43068
25115,0000032,1/5/2019,2019,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,1177 PAYNE LOOP and PREEMAN ST,COLUMBUS,OH,43004
25115,0000031,1/10/2021,2021,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,4 - Residential,429,Multifamily dwelling,7423 SKERRYDOON LN and COTTERREW DR,COLUMBUS,OH,43004
25115,0000031,1/5/2020,2020,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,6655 HAVENS RD and DARLING RD,JEFFERSON TWP,OH,43004
25115,0000031,1/5/2019,2019,321,"EMS call, excluding vehicle accident with injury",,None,9 - Outside or Special Property,962,"Residential street, road or residential driveway",ASHCROFT DR and KEMPERWOOD DR,Blacklick,OH,43004
25115,0000030,1/10/2021,2021,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,5201 MORSE RD and GOSHAWK LNDG,Gahanna,OH,43230
25115,0000030,1/5/2020,2020,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,279 DEER TRAIL RD and DEER TRAIL CT,Reynoldsburg,OH,43068
25115,0000030,1/4/2019,2019,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,1113 JACKSON HOLE DR and POPPY HILLS DR,JEFFERSON TWP,OH,43004
25115,0000029,1/10/2021,2021,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,512 STRATSHIRE LN,JEFFERSON TWP,OH,43230
25115,0000029,1/4/2020,2020,611,Dispatched and cancelled en route,4,Automatic aid given,,,,8184 WYNCREST and DRYDEN,COLUMBUS,OH,43004
25115,0000029,1/4/2019,2019,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,4150 JOHNSTOWN RD,JEFFERSON TWP,OH,43230
25115,0000028,1/9/2021,2021,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,1436 MORRISON FARMS EAST DR,JEFFERSON TWP,OH,43004
25115,0000028,1/4/2020,2020,611,Dispatched and cancelled en route,4,Automatic aid given,,,,7327 SERENOA DR,COLUMBUS,OH,43068
25115,0000028,1/4/2019,2019,611,Dispatched and cancelled en route,,None,,,,8051 ASHENDEN DR and KREINBACK LN,COLUMBUS-JEFFERSON TWP,OH,43004
25115,0000027,1/9/2021,2021,611,Dispatched and cancelled en route,4,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,7300 BRITTS BEND  W,New Albany,OH,43054
25115,0000027,1/4/2020,2020,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,172 MALLOY LN and KIRKDALE DR,COLUMBUS,OH,43004
25115,0000027,1/4/2019,2019,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,8655 E BROAD ST and COUNTY LINE,Reynoldsburg,OH,43068
25115,0000026,1/9/2021,2021,522,Water or steam leak,,None,4 - Residential,419,1 or 2 family dwelling,3160 N REYNOLDSBURG-NEW ALBANY RD and KITZMILLER RD,JEFFERSON TWP,OH,43054
25115,0000026,1/4/2020,2020,324,Motor vehicle accident with no injuries.,4,Automatic aid given,,,,WAGGONER RD and WAGGONER GROVE BLVD,Blacklick,OH,43004
25115,0000026,1/4/2019,2019,412,Gas leak (natural gas or LPG),4,Automatic aid given,,,,6563 E BROAD ST and CHRIS PERRY LN,Columbus,OH,43213
25115,0000025,1/9/2021,2021,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,1124 CONESTOGA VALLEY CT,JEFFERSON TWP,OH,43004
25115,0000025,1/4/2020,2020,553,Public service,,None,4 - Residential,419,1 or 2 family dwelling,2521 ASHCROFT LOOP,JEFFERSON TWP,OH,43004
25115,0000025,1/4/2019,2019,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"7 - Manufacturing, Processing",700,"Manufacturing, Processing",8525 E BROAD ST and DRIVEWAY,Reynoldsburg,OH,43068
25115,0000024,1/9/2021,2021,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,329 DELLFIELD WAY and SCHYLER WAY,Gahanna,OH,43230
25115,0000024,1/4/2020,2020,611,Dispatched and cancelled en route,4,Automatic aid given,,,,731 DEER RUN and UXBRIDGE AVE,Gahanna,OH,43230
25115,0000024,1/3/2019,2019,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,7588 DEER PARK WAY,Reynoldsburg,OH,43068
25115,0000023,1/7/2021,2021,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7889 BLACKLICK VIEW DR and BLACK WILLOW CT,JEFFERSON TWP,OH,43004
25115,0000023,1/4/2020,2020,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,4095 N WAGGONER RD and CREEK HOLLOW RD,JEFFERSON TWP,OH,43004
25115,0000023,1/3/2019,2019,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,1114 GOLDEN WILLOW PL and PRAIRIE WILLOW DR,JEFFERSON TWP,OH,43004
25115,0000022,1/7/2021,2021,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,1355 PHLOX AVE,JEFFERSON TWP,OH,43004
25115,0000022,1/4/2020,2020,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7749 LANTANA AVE and PANSY ST,JEFFERSON TWP,OH,43004
25115,0000022,1/3/2019,2019,520,"Water problem, other",4,Automatic aid given,,,,1100 MORRISON RD and LEAVITT SERVICE RD,Gahanna,OH,43230
25115,0000021,1/7/2021,2021,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7824 FREESIA ST,JEFFERSON TWP,OH,43004
25115,0000021,1/4/2020,2020,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,8580 OLD FIELD BIRCH DR and HOLLY FARMS DR,COLUMBUS,OH,43004
25115,0000021,1/3/2019,2019,745,"Alarm system activation, no fire - unintentional",4,Automatic aid given,,,,147 HEATHERBRIDGE LN,COLUMBUS,OH,43004
25115,0000020,1/6/2021,2021,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",5201 MORSE RD and GOSHAWK LNDG,Gahanna,OH,43230
25115,0000020,1/4/2020,2020,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,1610 MORRISON FARMS DR and BENT MAPLE DR,JEFFERSON TWP,OH,43004
25115,0000020,1/3/2019,2019,611,Dispatched and cancelled en route,4,Automatic aid given,,,,6740 E BROAD ST and ROSEBROOK LN,Columbus,OH,43213
25115,0000019,1/6/2021,2021,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7812 CHICROY ST,JEFFERSON TWP,OH,43004
25115,0000019,1/3/2020,2020,733,Smoke detector activation due to malfunction,,None,"5 - Mercantile, Business",549,Specialty shop,8458 E BROAD ST and DRIVEWAY,JEFFERSON TWP,OH,43004
25115,0000019,1/2/2019,2019,553,Public service,4,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,738 ST DEANS CT and OLYMPUS LN,COLUMBUS,OH,43004
25115,0000018,1/6/2021,2021,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7320 RINNERT AVE and BELANGEE DR,JEFFERSON TWP,OH,43004
25115,0000018,1/3/2020,2020,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,1830 UNBRIDLED WAY and BOLD FORBES CT,JEFFERSON TWP,OH,43004
25115,0000018,1/2/2019,2019,671,HazMat release investigation w/no HazMat,,None,4 - Residential,419,1 or 2 family dwelling,2902 BRADEN WAY,JEFFERSON TWP,OH,43004
25115,0000017,1/6/2021,2021,554,Assist invalid,,None,4 - Residential,419,1 or 2 family dwelling,7860 CLARK STATE RD and WAGGONER RD,JEFFERSON TWP,OH,43054
25115,0000017,1/3/2020,2020,322,Motor vehicle accident with injuries,4,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,1678 HARRISON POND DR and MINTURN DR,GAHANNA,OH,43054
25115,0000017,1/2/2019,2019,746,"Carbon monoxide detector activation, no CO",,None,4 - Residential,419,1 or 2 family dwelling,8330 FAIR OAK DR and PIN OAK LN,JEFFERSON TWP,OH,43004
25115,0000016,1/5/2021,2021,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7889 BLACKLICK VIEW DR and BLACK WILLOW CT,JEFFERSON TWP,OH,43004
25115,0000016,1/3/2020,2020,611,Dispatched and cancelled en route,4,Automatic aid given,9 - Outside or Special Property,962,"Residential street, road or residential driveway",BEECH RD and WORTHINGTON RD,New Albany,OH,43054
25115,0000016,1/2/2019,2019,412,Gas leak (natural gas or LPG),4,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,8270 CREEKSTONE LN and PARORI LN,COLUMBUS,OH,43004
25115,0000015,1/5/2021,2021,611,Dispatched and cancelled en route,4,Automatic aid given,,,,1291 ABBINGTON PL,Gahanna,OH,43230
25115,0000015,1/3/2020,2020,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,"3 - Health Care, Detention & Correction",311,"24-hour care Nursing homes, 4 or more persons",5201 MORSE RD and GOSHAWK LNDG,Gahanna,OH,43230
25115,0000015,1/2/2019,2019,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,463 MARCUM RD,COLUMBUS,OH,43004
25115,0000014,1/5/2021,2021,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,3925 CLOTTS RD,JEFFERSON TWP,OH,43230
25115,0000014,1/3/2020,2020,511,Lock-out,,None,4 - Residential,419,1 or 2 family dwelling,6315 HEADLEY RD and HEADLEY HEIGHTS BLVD,JEFFERSON TWP,OH,43230
25115,0000014,1/2/2019,2019,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,1077 SKINNER AVE and EMORY ST,Gahanna,OH,43230
25115,0000013,1/5/2021,2021,743,"Smoke detector activation, no fire - unintentional",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,1335 POPPY HILLS DR and KEYSTONE RANCH CT,JEFFERSON TWP,OH,43004
25115,0000013,1/3/2020,2020,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,2568 N REYNOLDSBURG-NEW ALBANY RD and ROVILLA RD,JEFFERSON TWP,OH,43004
25115,0000013,1/2/2019,2019,611,Dispatched and cancelled en route,4,Automatic aid given,,,,6943 E BROAD ST and BLACKLICK XING,Columbus,OH,43213
25115,0000012,1/5/2021,2021,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,138 ROYAL FARM  E and KINGSMEADOW,REYNOLDSBURG,OH,43004
25115,0000012,1/3/2020,2020,611,Dispatched and cancelled en route,4,Automatic aid given,4 - Residential,429,Multifamily dwelling,149 VEASEY LN and OAK MEADOW DR,Pataskala,OH,43062
25115,0000012,1/2/2019,2019,611,Dispatched and cancelled en route,4,Automatic aid given,,,,5013 HEARTHSTONE PARK DR and CHATHAM GREEN DR,New Albany,OH,43054
25115,0000011,1/5/2021,2021,611,Dispatched and cancelled en route,4,Automatic aid given,,,,425 HOWLAND DR and EMORY ST,Gahanna,OH,43230
25115,0000011,1/3/2020,2020,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,603 N WAGGONER RD and WAGGONER WOODS DR,COLUMBUS,OH,43004
25115,0000011,1/2/2019,2019,553,Public service,,None,4 - Residential,419,1 or 2 family dwelling,8047 ASHENDEN DR and KREINBACK LN,COLUMBUS-JEFFERSON TWP,OH,43004
25115,0000010,1/5/2021,2021,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,5290 STRATSHIRE CT and STRATSHIRE LN,JEFFERSON TWP,OH,43230
25115,0000010,1/3/2020,2020,611,Dispatched and cancelled en route,2,Automatic aid received,9 - Outside or Special Property,962,"Residential street, road or residential driveway",8455 E BROAD ST and DRIVEWAY,Reynoldsburg,OH,43068
25115,0000010,1/2/2019,2019,622,No incident found on arrival at dispatch address,2,Automatic aid received,1 - Assembly,142,Clubhouse,7271 JEFFERSON MEADOWS DR,JEFFERSON TWP,OH,43004
25115,0000009,1/5/2021,2021,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,5290 STRATSHIRE CT and STRATSHIRE LN,JEFFERSON TWP,OH,43230
25115,0000009,1/3/2020,2020,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,1121 WILLOW BROOK CSG CT,JEFFERSON TWP,OH,43004
25115,0000009,1/1/2019,2019,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,4 - Residential,419,1 or 2 family dwelling,8728 BRENSTUHL PARK DR and TOWLER DR,COLUMBUS,OH,43004
25115,0000008,1/5/2021,2021,611,Dispatched and cancelled en route,,None,4 - Residential,429,Multifamily dwelling,1211 OAKWOOD LN and FAIR OAK DR,JEFFERSON TWP,OH,43004
25115,0000008,1/2/2020,2020,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,7967 WINDSOME CT,COLUMBUS,OH,43004
25115,0000008,1/1/2019,2019,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,4 - Residential,429,Multifamily dwelling,182 MACFALLS WAY and KIRKDALE DR,COLUMBUS,OH,43004
25115,0000007,1/4/2021,2021,733,Smoke detector activation due to malfunction,,None,4 - Residential,419,1 or 2 family dwelling,315 DEER TRAIL RD and ASTRA CIR,Reynoldsburg,OH,43068
25115,0000007,1/2/2020,2020,611,Dispatched and cancelled en route,4,Automatic aid given,,,,295 PENNY LN and PENNY CT,Gahanna,OH,43230
25115,0000007,1/1/2019,2019,553,Public service,,None,4 - Residential,419,1 or 2 family dwelling,8047 ASHENDEN DR and KREINBACK LN,COLUMBUS-JEFFERSON TWP,OH,43004
25115,0000006,1/4/2021,2021,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,3611 N WAGGONER RD and WOODLAND CREEK CT,JEFFERSON TWP,OH,43004
25115,0000006,1/2/2020,2020,611,Dispatched and cancelled en route,4,Automatic aid given,,,,227 MACDOUGALL LN and KIRKDALE DR,COLUMBUS,OH,43004
25115,0000006,1/1/2019,2019,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,4 - Residential,429,Multifamily dwelling,771 CHESTNUT GROVE DR and WAGGONER GROVE BLVD,COLUMBUS,OH,43004
25115,0000005,1/3/2021,2021,554,Assist invalid,,None,4 - Residential,400,"Residential, other",4295 N WAGGONER RD and MCOWEN RD,JEFFERSON TWP,OH,43004
25115,0000005,1/2/2020,2020,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,841 TAYLOR STATION RD,JEFFERSON TWP,OH,43230
25115,0000005,1/1/2019,2019,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,7871 HAVENS CORNERS RD and WAGGONER RD,JEFFERSON TWP,OH,43004
25115,0000004,1/2/2021,2021,321,"EMS call, excluding vehicle accident with injury",4,Automatic aid given,,,,265 BROKEN ARROW RD,Gahanna,OH,43230
25115,0000004,1/2/2020,2020,321,"EMS call, excluding vehicle accident with injury",2,Automatic aid received,8 - Storage,891,Warehouse,8400 E BROAD ST and COUNTY LINE,JEFFERSON TWP,OH,43068
25115,0000004,1/1/2019,2019,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,6390 HAVENS CORNERS RD and WINDBROOK DR,JEFFERSON TWP,OH,43004
25115,0000003,1/1/2021,2021,321,"EMS call, excluding vehicle accident with injury",,None,4 - Residential,419,1 or 2 family dwelling,1078 STREAMSIDE DR and ASHENDEN DR,COLUMBUS-JEFFERSON TWP,OH,43004
25115,0000003,1/1/2020,2020,611,Dispatched and cancelled en route,4,Automatic aid given,,,,419 AGLER RD and IMPERIAL DR,Gahanna,OH,43230
25115,0000003,1/1/2019,2019,611,Dispatched and cancelled en route,4,Automatic aid given,,,,63 SALEM CT SW,PATASKALA,OH,43068
25115,0000002,1/1/2021,2021,381,Rescue or EMS standby,,None,4 - Residential,419,1 or 2 family dwelling,3244 N WAGGONER RD and HAVENS CORNERS RD,JEFFERSON TWP,OH,43004
25115,0000002,1/1/2020,2020,611,Dispatched and cancelled en route,2,Automatic aid received,4 - Residential,419,1 or 2 family dwelling,416 ROCKY SPRINGS DR,JEFFERSON TWP,OH,43004
